file_name,speaker,usability,xds,interval_start,interval_end,pitch_min,pitch_max,pitch_mean,pitch_sd,F0_00,F0_05,F0_10,F0_15,F0_20,F0_25,F0_30,F0_35,F0_40,F0_45,F0_50,F0_55,F0_60,F0_65,F0_70,F0_75,F0_80,F0_85,F0_90,F0_95,F0_100
172_20210310,FA1,0.,0.,375.21,375.63,124.05024425754893 Hz,151.311903557041 Hz,135.85824457826092 Hz,6.012857760681332 Hz,--undefined--,149.2507312122629,145.57467316853962,143.92241495683007,142.5088445196869,139.91220304613645,136.7697830082699,136.6443071921627,134.87252197470028,133.85504603447845,133.08653472331847,133.1144309475393,133.78389095260982,134.21551214058627,133.9395250573292,132.0468633315561,130.02244890739814,129.29588380828764,126.99894307672204,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,378.48,379.02,236.5372350969425 Hz,335.67515537032904 Hz,272.02216034807975 Hz,28.46706991096687 Hz,--undefined--,333.70080393112676,319.1622943757937,310.08264190663624,303.72570709989486,287.4421265526449,284.2088693073942,281.4879072583813,277.9731970206493,270.52072292464055,266.938680787902,278.77481732894177,260.23715963991776,251.3161916442024,247.74750173234918,241.42367063216932,239.65624698035293,238.78295216650275,238.06830348179366,237.41033772260104,--undefined--,
172_20210310,FA1,0.,0.,380,380.63,227.655535832476 Hz,327.1259436514572 Hz,269.2551917523895 Hz,29.45493360440589 Hz,--undefined--,260.72877171731625,255.28865991243384,263.70099487067444,277.86089848916083,--undefined--,--undefined--,--undefined--,324.9726036341677,313.56984758915297,308.4198053397987,301.56596132422754,286.227367598556,267.09398088849287,255.32972183792538,241.3981482515719,246.79214800964382,238.3019463917614,231.11268624199684,227.9481474195987,--undefined--,
172_20210310,FA1,faint,C,381.835,382.775,197.26202518920417 Hz,302.7839632635922 Hz,233.79569975266713 Hz,33.03815973825363 Hz,--undefined--,201.6064671338312,225.88128425003896,211.99970388893638,212.23223306247385,219.74685692263276,243.6837730511044,295.0643447497261,280.24171377175435,267.60269754844796,--undefined--,--undefined--,--undefined--,209.98343008637607,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,385.765,386.525,256.2201859133526 Hz,342.0714216542752 Hz,291.8909096102796 Hz,29.83810016294704 Hz,--undefined--,323.9881873534875,294.9046016048255,280.1750425346593,294.203415178724,321.73327009910105,339.9886944090888,335.0782737652615,335.467173827869,320.44799642777355,304.32233980432346,293.6207233037928,278.2181149712078,263.7547218008932,260.24627746341844,263.05263560951363,259.4722547224696,257.83663117706436,256.85904078483946,258.762746384863,--undefined--,
172_20210310,FA1,0.,0.,387.465,388.235,217.76596834005 Hz,319.72615247359903 Hz,265.0493757985676 Hz,34.576531810712865 Hz,--undefined--,304.1681799601498,298.0457414943722,307.95964271251097,318.2454568687403,318.1631835760493,310.27503780132747,295.78748699176424,260.66559562104936,239.4395230811542,246.73990256225585,238.96757431927188,238.03757148936683,230.94440360433947,230.6646505189522,236.7208645556308,237.83384561693364,239.52949729005823,244.43616206573222,235.75169973314377,--undefined--,
172_20210310,FA1,0.,0.,395.46,395.78,252.70389883083092 Hz,372.5253739140183 Hz,332.08476352910895 Hz,36.079124517085646 Hz,--undefined--,304.33283571327644,323.3655110656095,347.4334375030744,360.5224836710356,370.6653388000021,369.31436251184067,354.33461409886604,333.5288491644817,293.02712645123864,266.4003856357717,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,422.01,423.06,161.22622639356882 Hz,277.46007153035157 Hz,206.70373925082407 Hz,34.726716418408515 Hz,--undefined--,244.71929415018627,255.4996080313662,272.9498360431207,268.1262056462642,--undefined--,--undefined--,--undefined--,190.03605323081075,161.2850127424722,179.4629423665952,212.54379424839544,210.43100739042242,191.1206455999397,178.26039833138933,175.30859207668118,--undefined--,181.3251654086663,193.99260831373206,213.2214409756815,--undefined--,
172_20210310,FA1,0.,0.,423.205,423.735,134.4172015119339 Hz,217.46698849519527 Hz,171.99318297804734 Hz,28.99806269397358 Hz,--undefined--,135.65432497031549,151.69497160079848,170.77788949435356,192.41981297158438,213.34921909476031,216.95879999811578,216.17742661450998,207.54974019629122,193.5410086694682,180.55851214021698,171.07009729608566,160.74332809946043,144.3914307730317,138.03700986631853,136.59753288140206,148.70402044535288,152.7714506430015,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,424.37,425.23,150.29979919955179 Hz,568.8386560618994 Hz,332.82035118685405 Hz,115.51550339430158 Hz,--undefined--,--undefined--,--undefined--,--undefined--,215.68089199174293,242.42649712312817,--undefined--,--undefined--,--undefined--,538.6612406084154,--undefined--,--undefined--,154.13471033100194,--undefined--,461.30038612668363,454.18369923647157,396.8518036318432,367.5496444247545,351.2709891141663,336.8444188198366,--undefined--,
172_20210310,FA1,0.,0.,426.08,426.98,167.65491582574361 Hz,623.4623190325607 Hz,248.73849838767262 Hz,117.52287329037931 Hz,--undefined--,--undefined--,546.7314379203345,434.09086132004677,--undefined--,196.70707860707566,215.38529974458496,198.60476161203155,191.21296622084947,205.01052161732443,193.63453407517443,206.05923247388137,195.0766025245226,184.58487052057652,192.1550487484398,194.16302783857685,--undefined--,--undefined--,176.11274393881956,172.87964786713005,--undefined--,
172_20210310,FA1,noisy,C,428.13,428.95,159.04179953601243 Hz,382.6954775023572 Hz,241.55078299735226 Hz,68.00985863253912 Hz,--undefined--,311.9186856262287,317.2052941496743,307.4985263928071,358.88637010341586,375.1384053376471,322.37897939011583,250.66397844196675,251.92451369816698,234.75094968957958,216.5784786197276,202.6737892988751,194.69721435258717,184.46613897869565,186.87465554552614,181.77834113527226,168.85172305368818,170.13544418385115,170.8079536595492,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,456.85,457.64,147.08634175625482 Hz,245.58529036017586 Hz,169.1777764391108 Hz,27.76496822228957 Hz,--undefined--,--undefined--,240.4628910961533,237.88240841469417,--undefined--,--undefined--,--undefined--,--undefined--,176.67064370148535,170.33293266339496,162.97726759030985,157.09630579764593,156.50108414494187,157.5402996392516,155.38170423752447,154.21710871562559,154.40394384406062,150.35167141689263,157.8872111011229,156.78092602199465,--undefined--,
172_20210310,FA1,0.,0.,459.295,459.955,147.12237382617724 Hz,367.40082049657445 Hz,237.97247669148737 Hz,78.54917535800028 Hz,--undefined--,--undefined--,148.44294685131527,148.6456862812122,152.51243187129901,151.21666152909575,--undefined--,196.75368213313774,195.90807008879003,201.5430859224496,--undefined--,--undefined--,354.06763620056097,367.0176001665481,349.1627401608526,303.9227195654459,275.35764156652147,259.35906873203487,262.10430333752333,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,461.905,462.635,213.40980566907487 Hz,440.48150847933283 Hz,270.03745214449845 Hz,64.73041083874394 Hz,--undefined--,224.316808507356,--undefined--,403.5457523191202,435.245510449814,--undefined--,--undefined--,--undefined--,--undefined--,256.52154780872877,251.09668584397775,245.95883329235676,241.14067060017845,241.3776847699265,239.88588095411765,240.0453871723198,233.83707240091186,238.28220445125442,240.1504364479401,242.4866988505439,--undefined--,
172_20210310,FA1,0.,0.,465.47,466.17,165.47096104285117 Hz,557.5874269322942 Hz,315.43954568436135 Hz,129.82419138334106 Hz,--undefined--,274.79704284497205,279.94247320108366,283.1510112998022,323.02533189427635,374.5753208015506,447.4008809157635,539.9941072451693,551.0234408033341,510.4828640119133,403.08473095017183,284.6633479538047,217.46376801117057,184.16359081925174,177.62182704237588,175.61292033106471,171.24484455598594,169.9058369584294,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,468.2,468.76,159.01858413970837 Hz,583.5341353896332 Hz,331.53177381395966 Hz,147.35774435857167 Hz,--undefined--,432.9480079181545,443.99826038307754,469.0297848506527,503.4579871464165,531.9777160130035,558.8738409606935,--undefined--,--undefined--,419.1538201345974,334.13705885574683,253.12344015097145,215.9239381812964,202.5881329948732,187.407184236607,177.83956719077972,165.95306333603352,160.18553833829796,159.48370124351172,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,468.8,468.96,306.0386534811185 Hz,408.52915028576734 Hz,358.36406469129815 Hz,32.54220668911038 Hz,--undefined--,--undefined--,330.34821886949226,326.0832158179968,308.03607941045004,311.3932610449871,323.26082727076573,331.68801088202537,345.1471340333611,363.1029075526175,372.5424583392786,385.29699025158567,394.62753950260185,404.2798982127221,405.1881004271497,380.83271678457515,384.1403256048449,364.02053945546436,359.51946695335755,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,470.44,471.56,231.55074792458532 Hz,616.7548329411226 Hz,280.694786585818 Hz,67.95514456976824 Hz,--undefined--,317.9977562708864,312.401365029423,461.0390576489,332.66705918738234,271.46173086852815,256.0248915264152,252.18444573315915,252.18355437423034,241.24803763584393,236.9734151926022,234.2961301437188,232.93938074649506,233.2105008370103,236.54677189240198,233.55632088281308,244.322220526254,270.9667995805226,299.82326716051114,334.0278648058145,--undefined--,
172_20210310,FA1,overlap,C,471.64,472.8,208.6512454968972 Hz,593.8648692230919 Hz,419.20615492215666 Hz,91.99887689696874 Hz,--undefined--,536.2537624122637,433.2779807233627,453.3426674242368,438.3275888440977,458.9371168185011,415.6982144392078,--undefined--,--undefined--,--undefined--,491.3370551377863,522.676518808783,--undefined--,417.2348517977849,344.0754139969464,478.1342168805968,372.1524487316196,--undefined--,223.9917795992283,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,472.84,473.86,210.64908305696244 Hz,439.9897079038801 Hz,309.2440140799777 Hz,77.60044762386349 Hz,--undefined--,406.992908940952,--undefined--,--undefined--,--undefined--,--undefined--,302.1118149335531,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,230.07691172846197,--undefined--,--undefined--,--undefined--,213.07792609755205,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,474.28,474.55,208.76772755587623 Hz,384.9294098634954 Hz,277.3625214853054 Hz,51.10834844292792 Hz,--undefined--,284.2401763825621,283.26073602466874,294.1041764021173,324.5147613424123,384.91950730058414,369.3098344626433,323.09411724080815,281.75641679240573,263.2472991161844,256.6896901126042,240.89667238894936,215.25711535947488,230.50863631319717,219.11165790554037,228.2108347651914,250.03350853043537,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,475.025,476.175,169.12816039168035 Hz,345.8847522684806 Hz,270.27191289375196 Hz,36.78070945611593 Hz,--undefined--,279.93121740628175,300.40665628233677,269.9814287625616,280.4293163248478,264.8266634364435,262.43495204329463,267.64108995800893,276.79771532732457,251.8937983256489,258.221681889434,266.3204593170508,248.54842697875281,268.4121521842954,285.22482469301923,321.54059238957717,342.1286902802669,294.33770082349696,222.95102682324227,186.33063846665917,--undefined--,
172_20210310,FA1,0.,0.,477.44,478.87,214.99999789089728 Hz,325.84568256043576 Hz,266.56416917857456 Hz,22.58890309717252 Hz,--undefined--,252.35427938468194,237.9808293736429,266.54070757928463,294.3217923551635,320.13312214148226,249.24373956493355,266.0735104008578,270.66944498335783,275.65536989269725,281.49528660267015,273.9188337885193,270.6488838312574,271.1108509362591,284.37032002225914,268.5515877652779,266.5526478047929,245.00719516821664,228.43327242250413,227.04006601134287,--undefined--,
172_20210310,FA1,0.,0.,479.235,479.895,147.2877135514395 Hz,306.95644146012836 Hz,211.65081600258722 Hz,52.085193091930535 Hz,--undefined--,--undefined--,243.19665018959475,248.916682289401,263.5350841046697,306.93671865797694,--undefined--,--undefined--,--undefined--,246.5357855106365,204.58731936699124,172.94416760478472,153.19072363382193,151.05313547541462,171.19536662158868,172.07134333326331,153.24299634381046,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,480.925,481.685,99.9258716072953 Hz,220.90769237983298 Hz,177.05431728853645 Hz,38.21108110739828 Hz,--undefined--,100.16633121142908,101.40772855905828,190.9664921347983,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,191.20394281748008,199.23418538216183,213.59298565499148,220.51114121283624,215.8651740674577,201.12905330676267,179.0626751562583,166.6176636372126,162.34657590865737,162.94787212336232,--undefined--,
172_20210310,FA1,0.,0.,487.865,488.335,164.96410643510637 Hz,229.76128137400258 Hz,198.48195419240807 Hz,19.942176426313587 Hz,--undefined--,219.82972283481837,222.83635444023528,211.31058238205074,202.5420835581763,--undefined--,--undefined--,--undefined--,221.03396988688456,210.27606926157188,208.6514441628662,200.3002050326183,190.84709770775814,189.65425944635572,181.4544008306558,172.6855119495611,167.74394497625437,164.96724752974512,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,noisy,C,492.85,494.18,104.40151125083254 Hz,289.9664383915923 Hz,186.66042496934136 Hz,52.71576124352766 Hz,--undefined--,--undefined--,263.79495322912567,255.37930343495776,289.9664383915923,--undefined--,222.94992363895483,233.13445333082035,180.0404612209265,154.76587872673707,161.0574407868804,153.81005779079626,139.14099620632166,141.59473053231983,--undefined--,104.62484289159167,128.495396881777,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,498.415,499.665,132.6891939216881 Hz,415.5696463268682 Hz,242.60973547319477 Hz,83.91369309997494 Hz,--undefined--,223.16535585416435,--undefined--,235.36982275386907,244.1243939588616,242.22573866009677,--undefined--,187.42970427024335,--undefined--,249.36512359501214,201.73752311756525,148.59040154330182,133.35374601725118,--undefined--,250.94640798334942,--undefined--,407.0902214907968,394.4815858293559,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,500.63,503.84,131.62416940365281 Hz,428.95074919057265 Hz,313.7870032744374 Hz,91.58507198421336 Hz,--undefined--,268.61199247375174,267.7167506610958,--undefined--,226.83551327428455,205.1680836308381,185.88960328294098,211.81647146226283,321.70357984056324,377.4849034449826,383.27285823011323,389.9071204439033,392.95482738860466,384.26856549087813,388.8818880812896,392.72550795628314,132.13670337914067,363.5275603898754,398.0101003826323,401.0640783098038,--undefined--,
172_20210310,FA1,overlap,C,503.905,505.065,162.0934728415909 Hz,574.5002678703314 Hz,335.3030212899336 Hz,121.32511039431542 Hz,--undefined--,364.26308779701367,348.0477897926958,383.4251477414251,--undefined--,--undefined--,438.8053191609658,539.8031251262627,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,170.1056629242367,164.7191971399095,174.39634878457878,297.5068877656474,320.65335513088843,257.14024576901807,--undefined--,
172_20210310,FA1,0.,0.,505.525,506.385,165.20323712050742 Hz,575.6373083913471 Hz,365.3952369641858 Hz,158.62290823680152 Hz,--undefined--,424.97646556648243,446.53859993493444,482.7573540109707,532.6225028984218,552.762262628151,575.4953358064975,562.9455380638267,497.351375252066,236.91247894905194,218.56214932113673,216.48534517724474,214.77193712696345,--undefined--,--undefined--,--undefined--,--undefined--,181.86395566639558,166.22810730283936,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,508.085,509.125,134.44661076321904 Hz,343.14441690481743 Hz,251.3998750255049 Hz,61.317112822777894 Hz,--undefined--,291.93531154620973,321.88571893020304,317.34365974806576,207.6576991801977,343.0276319113734,298.876822161824,253.03498427977385,260.84219840099036,266.2887249115926,244.77862070789277,265.02201547786126,258.74918535978793,134.6211294810604,140.36392931557418,138.7489241893365,282.728037024436,280.6706832981459,265.15266701169895,249.5172666697267,--undefined--,
172_20210310,FA1,0.,0.,509.795,510.095,201.91674570564643 Hz,466.12480918200947 Hz,375.3183424166135 Hz,77.18830702256953 Hz,--undefined--,362.2157521350002,359.7660956638147,366.8557444564823,379.9662043749847,393.6462990472928,416.7875243857362,435.7195492414099,452.3434947031304,466.1213112600922,461.08516710068716,453.47068533520354,434.7053439575846,409.52205927277197,381.1124486489221,346.28536352125207,287.9514059102658,254.34353523278784,219.8280225755532,201.91674570564643,--undefined--,
172_20210310,FA1,overlap,C,511.055,511.685,119.32588283163176 Hz,316.40480430584495 Hz,226.71224198802025 Hz,52.35906532861698 Hz,--undefined--,149.00391840884697,148.1229921778692,153.5660268285071,260.4589096527193,273.44342984548973,253.3758497882207,245.0749142419913,243.58713295789667,258.82877051619903,267.3146849168551,273.5336569664867,291.1204689316915,151.59100112656915,199.00359412481882,197.2553553446535,199.92984153757067,237.35806658440183,273.20686012666573,301.67030332505,--undefined--,
172_20210310,FA1,0.,0.,511.73,512.42,320.3898630563914 Hz,571.7086356768808 Hz,399.8941309376899 Hz,60.107344880281055 Hz,--undefined--,339.82347656059795,431.01089378522335,396.5188201362103,366.2656374735359,--undefined--,464.7667788811927,431.6191848667799,470.9952100835175,543.6179511994343,358.67435123719406,335.8344139737844,350.8406853220851,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,513.045,514.185,197.59435403938647 Hz,592.4475062892662 Hz,347.15896155108436 Hz,109.96655627854946 Hz,--undefined--,445.9418323768878,526.635958429,517.134808833767,479.8598665895439,369.81081877374464,348.918747724256,--undefined--,257.48425103352986,242.5219176086775,237.7453763319819,238.82648334315724,240.29603572270872,238.31750517759372,234.26689068891596,440.2779903689576,441.3914333867985,382.61461886702875,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,514.775,515.685,96.65334982013454 Hz,502.83899451315335 Hz,261.6684110737235 Hz,110.15881722086928 Hz,--undefined--,444.69543801650246,444.2750683530654,449.6806890429061,--undefined--,101.23927573386521,125.35205823276054,165.03697368987434,161.73261546241812,165.30166945001397,269.5098171481961,262.9004636394789,251.54862200931103,248.65230006591932,252.72963045616075,252.28519917795884,255.66726726222396,271.6874243812123,270.7569299876544,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,516.82,517.29,334.54307265013875 Hz,480.83215166970194 Hz,388.8311151612874 Hz,51.31900561465367 Hz,--undefined--,446.7624237497406,429.4879957194233,446.91515615597746,470.64271253532024,479.0443247568265,424.99167062539976,416.36161754215624,401.4757671700583,387.8938294257061,352.3635924561126,--undefined--,341.3105162620205,336.31801397168795,341.78714797370316,345.3908128154114,340.64339599288695,339.0221392361585,337.4695476046316,334.70682870166866,--undefined--,
172_20210310,FA1,overlap,C,517.865,518.345,182.30690210800336 Hz,449.8756179992846 Hz,306.53905789899767 Hz,117.32725490907241 Hz,--undefined--,428.19772367508347,430.8236907565748,444.97632865471684,447.38028684030684,445.2626258236202,414.41068775904307,406.2907725125789,397.0835664654334,386.12324051000314,373.8753698519937,193.62979653764285,185.23807335500203,183.05887733268406,183.67841811999787,183.67520739772118,184.4365982922428,185.96088782160837,189.22726645600767,199.45208382533542,--undefined--,
172_20210310,FA1,0.,0.,520.105,520.405,339.1747268242444 Hz,415.0529498040334 Hz,385.6303886957832 Hz,23.001119361438697 Hz,--undefined--,353.9963886281368,339.4653017970566,353.9953159877592,377.28698020195185,390.2044987438606,402.0582405901148,411.7520629594979,409.11292847763093,412.2822610683805,409.22693418085396,404.0599575196668,400.4128425092678,404.03644238827104,391.35956148085324,375.921014191851,367.6659003690324,363.2973302844692,364.5828416508574,387.4171650728234,--undefined--,
172_20210310,FA1,0.,0.,521.255,521.475,217.12907024634728 Hz,362.38470200227994 Hz,305.7009604134298 Hz,53.741241789698755 Hz,--undefined--,--undefined--,--undefined--,--undefined--,362.38470200227994,350.62090041380765,349.53383523661194,355.8043215066533,351.66433851788776,345.7317863745529,339.7475698696061,341.33137834652047,300.8526004029134,256.5883744585706,251.8416392747498,244.63833737733862,234.13290441382821,219.18116628126535,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,522.145,522.575,192.98149321622785 Hz,246.61356690064991 Hz,216.77636606267927 Hz,19.77672469110473 Hz,--undefined--,--undefined--,239.00360296412364,241.4500530189676,237.04885814954307,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,218.52446782572846,205.8503230264226,197.53575730486796,194.30682626788337,195.91121771783074,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,523.45,524.3,102.5963119462195 Hz,357.4466132806676 Hz,264.23225383848023 Hz,73.94676131577093 Hz,--undefined--,341.6074923102768,299.9873047266779,289.1410091694973,267.4807795794465,256.68383194034027,262.9943931621393,264.3000592598904,290.6557031280261,313.9842139857332,317.3573450977606,285.45531543462175,296.85729118431294,349.6911903338211,304.48050816598175,--undefined--,345.10178013973814,281.7937607961959,110.39888423541801,112.17794920566996,--undefined--,
172_20210310,FA1,0.,0.,525.315,525.815,252.58567397337978 Hz,396.92547428099135 Hz,338.5572303165794 Hz,48.44036137346832 Hz,--undefined--,260.7169543630494,301.07618423864824,350.0174683709257,393.35135114749255,373.35990035640776,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,528.235,529.005,102.32147638695385 Hz,383.95315460388764 Hz,274.0214858688985 Hz,85.32839782527365 Hz,--undefined--,291.0749180738334,290.53893584556073,294.55653657474517,298.0139005761773,232.04303366351576,130.7687140607028,133.2552769992691,135.47844703389976,--undefined--,312.31992736673647,318.75039842229137,309.55030305455136,328.8262387441732,337.8006282755832,378.4517951431254,375.68307018060574,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,531.53,531.8,226.69084266547688 Hz,342.0831996280934 Hz,290.32716655887737 Hz,44.4273757137122 Hz,--undefined--,--undefined--,307.8390683606713,322.41512603771514,330.1564135497676,337.72264981172407,341.69552917011,341.4662247624479,333.7494907049464,324.4697066555846,241.9282976868996,240.98245895408826,229.3890972905864,249.58525110713992,239.0265129680425,230.3038409186179,268.68130042852266,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,536.095,537.145,215.30665828312848 Hz,577.6361057988471 Hz,359.017002088666 Hz,109.10002729266127 Hz,--undefined--,--undefined--,425.34546968616235,401.26079543694203,504.39429241772586,--undefined--,--undefined--,--undefined--,317.7036643846301,285.51882220836126,275.4287737846015,237.51352792042258,221.7174574735985,219.46938585588308,290.0635884045313,396.53604486294694,481.52253546722903,534.1949833703667,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,541.62,542.03,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,543.535,545.665,129.9277650987267 Hz,515.2349121165172 Hz,213.1517206111814 Hz,91.54775292274883 Hz,--undefined--,200.64751607324158,172.86366367839148,171.97751358696127,198.14997424333285,240.16924842690142,230.42829039820356,194.57846319137838,--undefined--,--undefined--,--undefined--,171.61598059712688,--undefined--,173.2194230283408,--undefined--,154.32826374322147,148.67842647878388,150.07428368060036,--undefined--,448.483242245827,--undefined--,
172_20210310,FA1,overlap,C,551.43,554.81,149.92218583321545 Hz,578.6177193336353 Hz,411.5568977397972 Hz,133.7114025040041 Hz,--undefined--,481.69084366607757,553.8717676239132,491.7603948987993,439.8946412532094,469.8725272771749,170.42529461368943,502.91553089987406,--undefined--,517.5031371926135,505.2270864736849,447.74641929436893,516.0674241545877,573.5755315084643,516.7101183765022,472.9378890108588,350.0966790432133,315.6181042062344,283.875284092557,245.53496291985394,--undefined--,
172_20210310,FA1,0.,0.,555.54,556.14,272.0428383890403 Hz,317.0613182488422 Hz,289.47426406903236 Hz,14.183848503207981 Hz,--undefined--,307.99623422110125,299.839538367227,296.6975722720956,302.63727327349187,310.38277082851044,313.2582763179194,--undefined--,--undefined--,--undefined--,--undefined--,284.03141017845303,277.6642156743932,274.2559933748215,273.43243719496127,276.63180681889764,277.12419984248817,284.806188524544,275.7888438153434,277.5115889171773,--undefined--,
172_20210310,FA1,overlap,C,556.9,558.08,101.4248596244499 Hz,584.587038291684 Hz,280.2999659995482 Hz,94.9155655132123 Hz,--undefined--,271.4518019214586,281.39758545187607,279.3324190541605,103.6128700522572,269.5293225625754,269.4182571305371,--undefined--,123.48115687730522,277.5582335096624,--undefined--,--undefined--,235.21074239827345,239.3903825341519,252.44435595146834,286.4695199316177,313.309587596569,342.23484012200004,392.2186519927902,462.9945962277615,--undefined--,
172_20210310,FA1,overlap,C,558.59,559.62,124.62541737972896 Hz,573.2499285627645 Hz,328.1122968293062 Hz,150.3102074099545 Hz,--undefined--,132.30940669847362,135.81578149341067,138.56976366817176,137.23394623820326,135.0617345568962,127.2351615114391,--undefined--,323.3677305920368,368.3669580862587,371.8495320055136,373.1175270647158,366.6713764178345,376.4661619831956,368.9703839511317,415.9871705635424,477.74001237288167,531.2091653177963,563.1103129731436,553.817842131339,--undefined--,
172_20210310,FA1,0.,O,560.155,561.065,173.42698277525145 Hz,394.17131304894315 Hz,267.7346967106968 Hz,58.118206634069 Hz,--undefined--,285.4389364224837,290.6882600201511,283.5504904997751,270.61696442771466,268.51953222216434,--undefined--,227.07529801720062,211.92613196382842,283.3750761259379,318.23313374997247,--undefined--,--undefined--,393.27022695369544,350.4247254700982,295.47571968805005,222.92708449930697,177.63449911072254,188.42797085016517,--undefined--,--undefined--,
172_20210310,FA1,0.,O,561.28,561.53,219.78195884791498 Hz,263.1104848581681 Hz,250.71059591096758 Hz,13.265687998598892 Hz,--undefined--,257.9572915626881,260.26242152217606,261.7555701986512,260.5281838793762,259.6925123494957,262.6969934147073,257.8164146304447,253.49850892251936,248.553659708588,244.04069093927143,228.86119629341044,227.0885455803926,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,O,561.895,562.525,192.8201168703114 Hz,300.4126532328616 Hz,243.77819244631394 Hz,36.75901945673273 Hz,--undefined--,194.11324939148517,197.45313043124912,--undefined--,202.18746099066877,199.34350268579306,198.38306607098536,--undefined--,--undefined--,297.311758358064,287.5228942237362,297.8617940868754,293.31207856876176,269.24212727999276,261.0086424430299,240.0374101335228,236.2456817325606,232.9334768563426,236.0684106547134,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,563.55,564.06,389.3745905759647 Hz,528.9058933695301 Hz,418.89727653513125 Hz,36.84728665530616 Hz,--undefined--,--undefined--,--undefined--,--undefined--,527.6880765960525,495.22448337703133,389.3745905759647,--undefined--,--undefined--,--undefined--,--undefined--,406.78515458192294,407.7508134992562,406.2784079302013,403.79564441561115,403.87136232355124,397.7344013022112,403.48796283432284,403.4469840936635,403.29436993247447,--undefined--,
172_20210310,FA1,overlap,O,565.135,567.425,148.79641455759898 Hz,518.1038052827994 Hz,294.30972043863363 Hz,82.84829429280664 Hz,--undefined--,374.2095899596978,343.3611306526328,--undefined--,338.78666852444843,421.2091761196484,258.46641582069765,--undefined--,200.21692068687312,335.33922556930685,487.3312273424061,202.5103865651921,304.76708727320903,199.04970045159843,219.9868879234858,235.20624039592838,--undefined--,--undefined--,387.23779838729024,311.51654346254077,--undefined--,
172_20210310,FA1,0.,O,568.19,569.1,225.46141391960356 Hz,568.6069822772167 Hz,313.073786451402 Hz,98.69826302916901 Hz,--undefined--,265.503899547487,263.3084530577519,256.5277848013182,263.1662728383076,293.71945980415353,235.5380110283285,--undefined--,315.3541248661723,259.95238415028325,272.2960717253533,254.02482466358992,247.30858975935863,331.7924765012368,417.6281201258752,565.6148321184926,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
