file_name,speaker,usability,xds,interval_start,interval_end,pitch_min,pitch_max,pitch_mean,pitch_sd,F0_00,F0_05,F0_10,F0_15,F0_20,F0_25,F0_30,F0_35,F0_40,F0_45,F0_50,F0_55,F0_60,F0_65,F0_70,F0_75,F0_80,F0_85,F0_90,F0_95,F0_100
172_20210310,FA1,noisy,C,17.73,19.5,163.13180839641427 Hz,495.32672373587826 Hz,268.65894057029806 Hz,103.64409822136673 Hz,--undefined--,233.49915069251242,246.98308981357897,229.19521510511404,203.46272003944816,--undefined--,--undefined--,453.37137249366475,170.9352961629372,173.31990304672462,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,482.49859103248053,--undefined--,--undefined--,--undefined--,304.9977549648141,--undefined--,
172_20210310,FA1,0.,0.,21.035,22.055,153.82763483566254 Hz,589.9076566666298 Hz,278.91706394964115 Hz,178.7134642241263 Hz,--undefined--,176.621469612072,161.7867084727068,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,565.4373461592708,--undefined--,571.1105983537481,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,22.545,23.145,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,23.225,24.35,107.00311380367539 Hz,487.5255758854003 Hz,279.3916380980949 Hz,122.1619064562355 Hz,--undefined--,373.1149115608372,184.76029527946807,182.63094067489226,187.81540407860652,195.56408060029364,291.8779328938659,261.884718345681,--undefined--,482.9959977930254,458.8890399557525,411.54210827329075,404.61324588497223,371.60975108462407,335.4906091210195,310.9678572803132,166.8559670520718,161.38872399404627,120.00716469451746,116.27525148733694,--undefined--,
172_20210310,FA1,0.,0.,24.435,25.855,103.81020364733746 Hz,479.02846445323564 Hz,366.1566615323113 Hz,88.65292209479058 Hz,--undefined--,115.49873359212523,304.75847067465804,371.52267993350074,374.9531594170992,404.1489786441192,--undefined--,--undefined--,--undefined--,338.8159425767703,373.2274412747412,359.5914919829589,398.78755775265387,434.04173400162495,470.0303581097546,476.7394460067371,451.7814204694446,387.9628915144298,305.05808747516534,107.04771906462777,--undefined--,
172_20210310,FA1,0.,0.,27.115,27.585,303.9778784416552 Hz,564.0128137234999 Hz,410.96884718611966 Hz,91.17569045004474 Hz,--undefined--,306.2018386145022,304.8588136199048,306.5011975270419,313.95976288872356,327.9764645620803,339.3238281479923,350.0271772898213,369.1065127982986,384.4684216505777,418.3456379645606,459.4503763103742,506.7668803232575,544.9878752132848,563.3066501937719,543.0857243366818,494.0322100372689,432.02695509228323,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,28.92,29.57,193.36389349111988 Hz,371.74250879022804 Hz,318.61389755224565 Hz,40.315690209007144 Hz,--undefined--,296.28018276044037,280.17890935720146,--undefined--,--undefined--,--undefined--,326.0886480316009,329.13357762098866,311.23878900532384,313.38265020414764,342.95386123691543,363.0559133748606,342.6975190739557,336.82754832315095,199.6629837061627,342.89943934520136,304.7032314531746,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,29.865,30.485,181.00630666033675 Hz,586.9232159340678 Hz,286.74777470725405 Hz,117.82503078151841 Hz,--undefined--,305.7555497168685,281.65896119541645,--undefined--,577.5735649206658,--undefined--,--undefined--,289.6771127341783,253.71347254236554,225.4282415608783,208.67814596757023,214.54209215031688,--undefined--,--undefined--,--undefined--,191.96522097965473,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,31.245,32.005,161.37385074670712 Hz,585.7924153270765 Hz,345.1112749527033 Hz,146.25221779116401 Hz,--undefined--,498.8186308105475,566.4285435558232,559.5650111392602,--undefined--,--undefined--,--undefined--,340.6565836934908,281.320080568106,257.66131179929727,222.41462006015524,--undefined--,--undefined--,--undefined--,191.71175368923042,167.03379864570988,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,33.505,34.245,160.37313065312034 Hz,551.8038942409966 Hz,306.3257075999183 Hz,133.0768938411566 Hz,--undefined--,525.6470066459913,488.5804217907035,480.340491613491,471.2898051882025,488.62716542562623,401.2988531300167,371.9659546974735,326.3115822144496,267.1440891224449,219.03947828225452,--undefined--,227.2263138420515,212.29991760951776,193.8171156804516,176.9225034850824,168.1981532798533,170.2415236135997,169.59216990818692,161.8233034949205,--undefined--,
172_20210310,FA1,0.,0.,36.325,37.055,193.71361427408863 Hz,460.04498339749824 Hz,327.00896258452786 Hz,89.02083839674782 Hz,--undefined--,459.7151040938839,386.37164667079594,391.62808066112507,437.6329539801839,430.9940205215788,399.9041238896922,371.39964157648177,346.4500775645892,--undefined--,--undefined--,--undefined--,312.71046877133904,295.90040328968126,266.91057456757204,246.72873352064846,232.65804520097944,211.66181004757124,200.93738392098538,194.5329951219229,--undefined--,
172_20210310,FA1,0.,C,37.72,38.29,144.92839115930482 Hz,346.2259208677872 Hz,294.4181707036 Hz,40.349318990911385 Hz,--undefined--,312.96520945428745,304.71500006418546,--undefined--,320.3831986195854,315.8375177480214,312.6106910826649,--undefined--,--undefined--,--undefined--,319.0406798592893,289.6917407880312,293.10992873107335,271.695079259772,268.3406219800488,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,38.505,40.445,125.09170543290935 Hz,429.2743591773428 Hz,336.1841832933707 Hz,81.80628770309882 Hz,--undefined--,376.0223855448973,393.962162551446,386.97277814046663,348.57032917676054,372.59112748037325,401.9014396269932,361.8926734461308,--undefined--,225.49418833065516,212.4897971419086,--undefined--,196.74851413173621,219.90511709215951,415.88805575664696,347.97829667463486,397.93771239845876,399.05014703004747,428.11013271052,389.9747568599887,--undefined--,
172_20210310,FA1,0.,0.,40.565,40.925,211.0645677858196 Hz,496.0903815853297 Hz,324.1496717557452 Hz,85.33939571858852 Hz,--undefined--,--undefined--,373.86241461935316,357.64101797819046,361.7953736457554,345.7035329502722,362.5441037462523,380.7619306734646,396.75742101491386,409.64412646987824,458.1170806053965,212.79267452774215,215.84173928458307,214.81215491367803,215.61259439848897,212.30425977644683,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,41.165,41.985,172.57035538342205 Hz,550.4588688044024 Hz,338.1873394117572 Hz,129.42472456841816 Hz,--undefined--,--undefined--,319.870535282697,--undefined--,--undefined--,384.28686594050805,348.0297483655553,340.310666319428,426.0363061801938,449.4226830203089,539.6113366363627,537.2786211547635,--undefined--,331.0254108630948,226.63243706387055,182.91497412860838,177.012454422193,177.43379406716582,175.22550043304275,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,42.635,44.63,267.0985465983926 Hz,581.5729820851743 Hz,345.3893391100765 Hz,95.19984935996341 Hz,--undefined--,296.48012286060737,297.7477700052002,--undefined--,--undefined--,295.79105888919094,--undefined--,--undefined--,288.12931560210836,294.17155253630136,290.41980295544323,292.9926503749544,283.5099300711462,--undefined--,--undefined--,326.43077869819797,521.1888985240405,577.5698517757427,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,44.785,45.925,129.23821117605522 Hz,493.6297550172336 Hz,288.51095951632794 Hz,131.18931891341282 Hz,--undefined--,--undefined--,345.1698208419151,326.2906819517567,359.9051950770498,442.69177569858175,482.12639430121374,474.78994850005296,461.84522472043307,--undefined--,190.8249992178706,164.64879500806924,149.10814708470025,142.37669807904297,140.99113049397639,146.95335333564967,161.3573202520812,295.65898574078756,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,47.375,48.315,170.25977979094594 Hz,423.9993445311162 Hz,253.78307333380508 Hz,68.7371285412283 Hz,--undefined--,--undefined--,248.52050922002795,255.75058606281883,263.0853518249045,284.57074017018607,325.20658370622925,395.0141669908653,--undefined--,359.8258373111578,245.77863361255646,202.41976809515708,180.60403395883208,190.4773271715592,175.66101590242303,198.3682740860285,186.13405152155403,220.7071170045041,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,48.395,49.445,339.2883944396529 Hz,534.8233896489178 Hz,440.1476341039169 Hz,53.0791965036065 Hz,--undefined--,369.3775476441221,369.64695748563645,398.131889714941,417.5263244340785,456.4670242108285,355.02099813767916,428.19050548101814,422.63856806283604,431.1986372714804,458.8508134147594,447.401188830808,482.0627296371334,468.8952772983552,523.2222410550457,523.1593313634529,510.45041966443705,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,49.51,49.78,212.15610709031375 Hz,282.0332919408281 Hz,254.93005413540965 Hz,20.616513060749234 Hz,--undefined--,--undefined--,--undefined--,280.7851346404695,276.9164976553046,274.46326500705555,268.9239566540422,262.89353203166354,255.9513890174851,239.91252750257374,233.60919034162038,214.96629941137758,245.87835546355097,249.1647279147,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,50.635,52.435,108.75439143111278 Hz,390.5886008620481 Hz,240.04009415346778 Hz,65.1918000728925 Hz,--undefined--,214.82609585839674,250.2231582124882,235.94375747088034,244.16318249882036,--undefined--,--undefined--,--undefined--,--undefined--,350.01815460284917,307.52416448649933,163.5662919972322,108.75439143111278,--undefined--,--undefined--,168.74680689703368,167.7876055524162,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,52.585,53.585,231.44574639132298 Hz,592.3793068808648 Hz,377.8758223544528 Hz,121.76343151057472 Hz,--undefined--,290.50959257616614,234.48771495001995,246.4425632050854,--undefined--,--undefined--,293.9868253186644,--undefined--,--undefined--,346.44895572534364,346.6278365653197,320.7809918429057,350.4622031521695,433.04150838766117,493.5158174345535,569.7063955217213,584.3891345855592,572.7827908536063,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,54.135,54.625,135.4146427257272 Hz,187.38016290820462 Hz,157.99022158189302 Hz,15.274253857434886 Hz,--undefined--,182.7545163439525,181.88003132595648,180.2248201380631,175.59240176089114,168.25761237059322,168.4525700467002,155.15013980875358,150.74113185909627,147.90497309023215,152.66570027810073,149.61027818586223,149.13506048726566,148.55582410408235,147.43155620619547,--undefined--,141.66727719988666,136.2404769117396,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,54.74,55.18,247.75220720275664 Hz,533.0037423288384 Hz,417.3436349712315 Hz,106.98283683101448 Hz,--undefined--,248.4739865977143,260.1675894723338,289.3283470464257,331.83143068141123,372.10854881872837,452.10970698778743,475.9027690708463,500.1966869602904,526.301681180732,530.36321037971,514.156814378476,522.8743358722736,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,55.92,56.22,129.50411088679465 Hz,197.1717815558736 Hz,158.94944080396763 Hz,15.330543508287892 Hz,--undefined--,--undefined--,197.17178155586237,180.73305284316288,174.2460185337111,170.10204109784073,169.27961666321397,167.0450059437019,161.9854931987606,157.73196838684362,160.0936387938059,157.5401021142064,158.8536933708524,158.89759639867265,155.23165906834458,152.64784011688448,142.64481602955073,138.8545466296137,132.2438611496011,129.83252798024228,--undefined--,
172_20210310,FA1,0.,0.,56.26,56.96,259.20909738866953 Hz,489.9309626986424 Hz,357.50065814151617 Hz,85.46296886110646 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,281.73213000479666,316.24304630950127,348.3905276809992,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,487.9167204618658,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,57.86,58.62,308.92778554275725 Hz,559.882987033303 Hz,399.85369667531285 Hz,87.56002346353816 Hz,--undefined--,384.9346073357538,415.9187814911344,515.6076736129489,557.4058931547296,508.876190423127,529.9022176706086,--undefined--,--undefined--,--undefined--,378.1835739968487,350.8059953573909,341.84578330212884,333.92994034864,332.34138366329915,327.97845053571064,324.65234966370235,322.1994795130991,310.17187449177675,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,58.9,60.04,92.69129630250006 Hz,339.51788515919077 Hz,219.57596502076674 Hz,56.95123961045826 Hz,--undefined--,272.7739838014745,--undefined--,282.16292113581545,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,228.33706851043502,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,107.98183223268948,188.55630592090628,188.13906755911427,--undefined--,--undefined--,
172_20210310,FA1,faint,C,61.02,61.91,100.1482990401755 Hz,215.52273338659435 Hz,127.69446907692408 Hz,42.190559808633886 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,101.08598871801622,--undefined--,--undefined--,--undefined--,108.51712287285615,--undefined--,--undefined--,--undefined--,--undefined--,107.64073230497826,--undefined--,--undefined--,
172_20210310,FA1,faint,C,63.065,64.095,90.25751564725539 Hz,248.88247788188744 Hz,205.07976719358436 Hz,23.60557537307753 Hz,--undefined--,--undefined--,156.2152542436691,188.64578508444697,--undefined--,222.02565354745207,--undefined--,--undefined--,248.88247788188744,207.3182636410615,191.34035321227788,184.22528947067264,190.6631436082515,--undefined--,222.40347978595224,225.9825894586889,224.03984117256007,220.0304896110402,207.98652489140096,--undefined--,--undefined--,
172_20210310,FA1,noisy,U,64.13,65.11,186.7092871701603 Hz,268.0383837142972 Hz,223.31888156623862 Hz,26.478110726258247 Hz,--undefined--,--undefined--,--undefined--,--undefined--,208.72997692049358,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,266.04020802586746,--undefined--,--undefined--,--undefined--,200.38142830271238,238.68169371753734,--undefined--,--undefined--,
172_20210310,FA1,0.,U,66.46,67.04,173.32877886352253 Hz,237.2026378603823 Hz,215.63565531284812 Hz,21.726719128541777 Hz,--undefined--,178.33532562343322,207.2821404727744,220.56645304905953,232.78920874719427,236.9721017512755,233.2664541765162,213.27901826044445,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,69.98,71.54,234.60859005045253 Hz,400.81960439469765 Hz,281.71125666823855 Hz,42.32809970055162 Hz,--undefined--,--undefined--,--undefined--,--undefined--,272.9007568877636,287.42726956648534,--undefined--,--undefined--,370.74015092566344,--undefined--,323.1494461607083,300.33395955479523,282.1685760641082,262.02012892250326,257.5876885994754,247.79813269953343,246.27024193110407,238.75954433112344,249.73542591753892,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,76.61,77.66,233.45799603285565 Hz,500.97270307673296 Hz,331.4181782111278 Hz,69.26952074314887 Hz,--undefined--,243.8500301849919,243.87052744450577,258.48595099025584,276.22732708325356,298.471235949744,303.16728340076025,--undefined--,--undefined--,--undefined--,500.40560303528724,408.04946573176676,358.42497338670745,346.0322170135914,338.2517563662359,337.9347918743551,350.4713931839359,346.1824323687,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,noisy,C,79.105,79.865,204.22403167903212 Hz,471.6452655198264 Hz,313.9586156732771 Hz,64.1234125735865 Hz,--undefined--,--undefined--,295.7810352609247,334.2217414744612,332.2629142272426,341.4595116984443,339.78471846643845,--undefined--,--undefined--,425.2221342058723,380.435613825665,330.21735431763744,285.0724818088483,257.87907157685504,241.96791785058105,223.76313301842717,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,noisy,C,81.365,82.445,182.93824946145392 Hz,628.1702237295499 Hz,348.31171830390633 Hz,129.6302155785952 Hz,--undefined--,520.4907446357342,482.59262020259337,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,330.6633803129273,268.40657709454143,--undefined--,--undefined--,--undefined--,--undefined--,190.93600404561425,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,83.765,84.625,99.65649608406437 Hz,566.5468304293638 Hz,285.0983623683875 Hz,108.19100212518774 Hz,--undefined--,320.8406999683354,343.49789241788835,342.3482771523446,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,379.0386095897732,302.19195241652886,265.47852692987516,324.25860774661174,297.67503200385795,297.4663041978273,100.05785308900968,102.545290725515,106.05856003671495,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,85.695,89.785,104.01697645818238 Hz,576.0443325392422 Hz,278.75081297993785 Hz,74.56517270815858 Hz,--undefined--,471.98534695957756,345.8614767367698,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,315.6131676202141,310.3460126907677,--undefined--,249.40304283685018,219.84528821471005,--undefined--,194.1061030521575,--undefined--,
172_20210310,FA1,0.,0.,90.49,90.93,240.82016531981594 Hz,308.4130418266357 Hz,280.06136927167177 Hz,17.860603105697912 Hz,--undefined--,245.20701114425026,247.97753037525632,259.45347720184236,260.34262879611026,272.05623421411883,276.66784367543715,279.5703401865842,278.94958541857415,291.9571714509643,281.89849581756846,296.4434880390737,298.03052524686905,296.06199460653653,305.951429694496,302.58303170006866,287.52467647151536,285.29279200362066,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,92.8,93.8,161.77313387506243 Hz,548.2420091229241 Hz,240.11436764241333 Hz,118.30790753262723 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,541.2286504765796,--undefined--,--undefined--,--undefined--,--undefined--,277.16783074305704,234.55008221042556,210.0069254660831,199.20507261403785,183.09537029651074,178.5769873937693,173.07132322659137,165.57099430819295,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,96.07,96.81,315.44661552070767 Hz,544.4763672150422 Hz,426.17666154804397 Hz,90.92368061043655 Hz,--undefined--,321.781467518763,--undefined--,336.68379070292247,336.99033179398873,464.2920792936931,505.7240284310348,531.0328032817235,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,A,98.27,98.54,221.73164659167045 Hz,246.47493199596136 Hz,240.75389294273464 Hz,7.35909375182467 Hz,--undefined--,--undefined--,--undefined--,--undefined--,221.94373822562892,227.55058688404176,235.11321328078407,239.35785695897343,241.68929606438394,242.7151292258259,243.97006512392645,245.33377822058125,246.35825610469516,245.92141714263218,245.2234218525524,244.4507034779887,245.16832223308626,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,A,98.715,99.195,178.6509842838833 Hz,530.4350052286134 Hz,226.2714464479414 Hz,118.42944379009256 Hz,--undefined--,180.11410256523808,178.79404403112886,183.8899440136139,186.8927074262004,185.00817605113664,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,A,99.325,102.425,116.07342004016509 Hz,486.13630857956485 Hz,241.97524093939225 Hz,96.9244739193574 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,231.7648365889793,--undefined--,--undefined--,161.90345833967612,184.8118572156121,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,422.101653268597,--undefined--,
172_20210310,FA1,0.,0.,104.805,105.315,321.50339647598435 Hz,390.0478315987018 Hz,375.71163030045614 Hz,14.858868155519145 Hz,--undefined--,--undefined--,336.67043433153594,359.62551673587035,369.0805543391375,379.9767820628082,387.9936716876094,388.9408005546165,389.9384782519592,389.6497276316237,388.5710642295372,377.7972661381296,373.8838483325334,377.70206172963043,378.81666269338604,377.56263950901507,377.1233853063116,385.63515523404766,366.48066397900755,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,107.83,108.23,314.30064822910697 Hz,326.2126555002308 Hz,320.94015411343867 Hz,2.6878102439889617 Hz,--undefined--,--undefined--,--undefined--,320.2980245543127,323.8988652216188,322.26293876492446,322.1837972005221,322.8353667806017,323.0533366863607,322.90168776026957,322.35361388603303,321.27380500396254,319.2571794337394,316.32330928162384,314.6937463766591,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,111.27,112.08,224.980556071653 Hz,570.8451488382395 Hz,395.0902118021428 Hz,177.76475187622353 Hz,--undefined--,227.24157357927052,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,570.8451488382395,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,112.135,113.235,154.88093037364933 Hz,554.031099730275 Hz,279.27271317621415 Hz,153.3082077286382 Hz,--undefined--,183.98054406327932,--undefined--,--undefined--,190.01760402283222,175.52270176561967,--undefined--,169.72581212335447,163.37045295970202,169.84011808926957,--undefined--,--undefined--,160.08571330024105,170.82199977998243,244.43151445805282,392.33264542061056,487.4103905625123,518.3218623576704,524.6072401203706,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,124.315,125.475,178.34426380735033 Hz,267.21463702748355 Hz,218.07176941112687 Hz,19.385295453657776 Hz,--undefined--,251.07009175631384,218.86014213686897,179.80016917291388,216.1323939671992,--undefined--,--undefined--,--undefined--,223.04901156098134,228.9163147311137,215.30424335086104,207.838168847189,--undefined--,228.35769780718277,--undefined--,196.80955907800376,203.60254422733416,252.9827923835998,223.33759703747944,--undefined--,--undefined--,
172_20210310,FA1,0.,0.,129.385,130.265,134.89025933316 Hz,360.7231545563193 Hz,300.65004295983823 Hz,57.99943917105743 Hz,--undefined--,332.189494450985,310.21584323165035,--undefined--,--undefined--,--undefined--,140.1407618196891,298.9092961113826,353.0121332394551,--undefined--,--undefined--,--undefined--,307.5547327389142,321.2946426760194,340.38240385677614,306.3788691329438,250.5748053373267,--undefined--,--undefined--,--undefined--,--undefined--,
172_20210310,FA1,overlap,C,130.985,131.355,201.07435640545805 Hz,413.62730073039086 Hz,316.20919945563594 Hz,75.63274057361973 Hz,--undefined--,411.28074137846204,389.7746159899513,398.6232110299942,402.84502805845983,394.8946895307943,382.2461708888651,365.1670994814473,339.63928579905087,303.9752459251489,275.4483492916892,247.90288368179503,246.2972020788686,225.7437423024565,--undefined--,222.88135245284602,222.09065247760446,206.58871666237332,--undefined--,--undefined--,--undefined--,
